,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
24 May 2004,3.8000,6.7843,4.5434,3.3776,2.9595,0.0000,0.0000,2.2143,48.7567
25 May 2004,3.8000,6.8353,4.5746,3.3707,2.9780,0.0000,0.0000,2.2129,48.7496
27 May 2004,3.8000,6.9252,4.6147,3.4111,2.9994,0.0000,0.0000,2.2262,48.7591
28 May 2004,3.8000,6.9930,4.6685,3.4413,3.0506,0.0000,0.0000,2.2366,48.7567
31 May 2004,3.8000,6.9686,4.6447,3.4686,3.0377,0.0000,0.0000,2.2386,48.7591
1 Jun 2004,3.8000,6.9784,4.6468,3.4733,3.0395,0.0000,0.0000,2.2341,48.7496
2 Jun 2004,3.8000,7.0225,4.6642,3.4346,3.0544,0.0000,0.0000,2.2272,48.7448
3 Jun 2004,3.8000,6.9589,4.6339,3.4308,3.0349,0.0000,0.0000,2.2257,48.7401
4 Jun 2004,3.8000,6.9784,4.6339,3.4211,3.0321,0.0000,0.0000,2.2207,48.7401
7 Jun 2004,3.8000,7.0028,4.6816,3.4509,3.0713,0.0000,0.0000,2.2277,48.7543
8 Jun 2004,3.8000,7.0077,4.6882,3.4646,3.0807,0.0000,0.0000,2.2316,48.7520
9 Jun 2004,3.8000,6.9784,4.6468,3.4967,3.0618,0.0000,0.0000,2.2316,48.7496
10 Jun 2004,3.8000,6.9541,4.5809,3.4492,3.0266,0.0000,0.0000,2.2173,48.7377
11 Jun 2004,3.8000,6.9300,4.5537,3.4466,3.0239,0.0000,0.0000,2.2143,48.7329
14 Jun 2004,3.8000,6.8681,4.5496,3.4260,3.0102,0.0000,0.0000,2.2075,48.7377
15 Jun 2004,3.8000,6.8918,4.5788,3.4248,3.0193,0.0000,0.0000,2.2119,48.7306
16 Jun 2004,3.8000,6.9589,4.6125,3.4665,3.0285,0.0000,0.0000,2.2178,48.7306
17 Jun 2004,3.8000,6.9638,4.5809,3.4651,3.0230,0.0000,0.0000,2.2129,48.7306
18 Jun 2004,3.8000,6.9444,4.5558,3.4689,3.0148,0.0000,0.0000,2.2095,48.7282
21 Jun 2004,3.8000,6.9686,4.5977,3.4952,3.0469,0.0000,0.0000,2.2070,48.7282
22 Jun 2004,3.8000,6.9348,4.5935,3.5031,3.0386,0.0000,0.0000,2.2129,48.7234
23 Jun 2004,3.8000,6.9204,4.6211,3.4954,3.0479,0.0000,0.0000,2.2124,48.7234
24 Jun 2004,3.8000,6.9061,4.5998,3.5211,3.0414,0.0000,0.0000,2.2168,48.7282
25 Jun 2004,3.8000,6.9108,4.6062,3.5291,3.0404,0.0000,0.0000,2.2257,48.7377
28 Jun 2004,3.8000,6.9444,4.6253,3.5254,3.0395,0.0000,0.0000,2.2247,48.7282
29 Jun 2004,3.8000,6.9204,4.6147,3.4986,3.0193,0.0000,0.0000,2.2193,48.7258
30 Jun 2004,3.8000,6.8587,4.5998,3.4933,3.0111,0.0000,0.0000,2.2095,48.7163
1 Jul 2004,3.8000,6.8966,4.6189,3.5158,3.0321,0.0000,0.0000,2.2139,48.7211
5 Jul 2004,3.8000,6.9638,4.6773,3.4957,3.0798,0.0000,0.0000,2.2178,49.0798
6 Jul 2004,3.8000,6.9638,4.6773,3.4749,3.0760,0.0000,0.0000,2.2158,48.7187
7 Jul 2004,3.8000,7.0126,4.6926,3.4978,3.0893,0.0000,0.0000,2.2202,48.7187
8 Jul 2004,3.8000,7.0373,4.6992,3.4896,3.0941,0.0000,0.0000,2.2252,48.7234
9 Jul 2004,3.8000,7.0423,4.7059,3.5059,3.0931,0.0000,0.0000,2.2292,48.7234
12 Jul 2004,3.8000,7.0721,4.7192,3.5272,3.1075,0.0000,0.0000,2.2381,48.7211
13 Jul 2004,3.8000,7.0572,4.6992,3.5010,3.0845,0.0000,0.0000,2.2346,48.7187
14 Jul 2004,3.8000,7.0621,4.6992,3.4794,3.0798,0.0000,0.0000,2.2311,48.7187
15 Jul 2004,3.8000,7.0274,4.6860,3.4676,3.0722,0.0000,0.0000,2.2252,48.7187
16 Jul 2004,3.8000,7.0373,4.7015,3.4672,3.0798,0.0000,0.0000,2.2257,48.7187
19 Jul 2004,3.8000,7.1124,4.7281,3.5078,3.0979,0.0000,0.0000,2.2336,48.7187
20 Jul 2004,3.8000,7.0822,4.7304,3.5046,3.0950,0.0000,0.0000,2.2321,48.7187
21 Jul 2004,3.8000,7.0472,4.6904,3.4978,3.0600,0.0000,0.0000,2.2267,48.7187
22 Jul 2004,3.8000,6.9832,4.6598,3.4651,3.0404,0.0000,0.0000,2.2129,48.7187
23 Jul 2004,3.8000,6.9881,4.6447,3.4571,3.0367,0.0000,0.0000,2.2095,48.7187
26 Jul 2004,3.8000,6.9881,4.6232,3.4668,3.0166,0.0000,0.0000,2.2099,48.7187
27 Jul 2004,3.8000,7.0028,4.6168,3.4643,3.0048,0.0000,0.0000,2.2095,48.7187
28 Jul 2004,3.8000,6.9252,4.5893,3.4230,2.9869,0.0000,0.0000,2.2056,48.7187
29 Jul 2004,3.8000,6.9348,4.5851,3.4026,2.9842,0.0000,0.0000,2.2031,48.7211
30 Jul 2004,3.8000,6.8918,4.5788,3.4014,2.9718,0.0000,0.0000,2.2090,48.7187
2 Aug 2004,3.8000,6.9444,4.5872,3.4247,2.9895,0.0000,0.0000,2.2139,48.7211
3 Aug 2004,3.8000,6.9156,4.5683,3.4260,2.9700,0.0000,0.0000,2.2104,48.7187
4 Aug 2004,3.8000,6.9252,4.5683,3.4133,2.9647,0.0000,0.0000,2.2060,48.7187
5 Aug 2004,3.8000,6.9396,4.5809,3.4211,2.9789,0.0000,0.0000,2.2070,48.7211
6 Aug 2004,3.8000,6.9348,4.5830,3.4040,2.9797,0.0000,0.0000,2.2051,48.7211
9 Aug 2004,3.8000,6.9979,4.6598,3.4423,3.0276,0.0000,0.0000,2.2148,48.7282
10 Aug 2004,3.8000,6.9881,4.6642,3.4350,3.0312,0.0000,0.0000,2.2188,48.7211
11 Aug 2004,3.8000,6.9493,4.6490,3.4148,3.0139,0.0000,0.0000,2.2188,48.7258
12 Aug 2004,3.8000,6.9589,4.6555,3.4346,3.0248,0.0000,0.0000,2.2193,48.7282
13 Aug 2004,3.8000,6.8918,4.6296,3.3950,3.0148,0.0000,0.0000,2.2080,48.7234
16 Aug 2004,3.8000,6.9930,4.6926,3.4259,3.0590,0.0000,0.0000,2.2119,48.7211
17 Aug 2004,3.8000,6.9832,4.6948,3.4423,3.0628,0.0000,0.0000,2.2178,48.7187
18 Aug 2004,3.8000,6.9444,4.6838,3.4569,3.0516,0.0000,0.0000,2.2178,48.7211
19 Aug 2004,3.8000,6.9252,4.6948,3.4711,3.0544,0.0000,0.0000,2.2212,48.7211
20 Aug 2004,3.8000,6.9589,4.7015,3.4822,3.0600,0.0000,0.0000,2.2267,48.7211
23 Aug 2004,3.8000,6.9061,4.6707,3.4743,3.0321,0.0000,0.0000,2.2257,48.7187
24 Aug 2004,3.8000,6.8634,4.6147,3.4607,2.9931,0.0000,0.0000,2.2207,48.7187
25 Aug 2004,3.8000,6.8353,4.5956,3.4630,2.9904,0.0000,0.0000,2.2202,48.7187
26 Aug 2004,3.8000,6.8259,4.5893,3.4517,2.9815,0.0000,0.0000,2.2163,48.7187
27 Aug 2004,3.8000,6.8399,4.5998,3.4721,2.9860,0.0000,0.0000,2.2207,48.7187
30 Aug 2004,3.8000,6.8027,4.5704,3.4500,2.9665,0.0000,0.0000,2.2158,48.7187
1 Sep 2004,3.8000,6.8213,4.6211,3.4721,3.0012,0.0000,0.0000,2.2232,48.7187
2 Sep 2004,3.8000,6.8213,4.6339,3.4729,3.0166,0.0000,0.0000,2.2302,48.7211
3 Sep 2004,3.8000,6.7935,4.6253,3.4667,3.0139,0.0000,0.0000,2.2311,48.7234
6 Sep 2004,3.8000,6.7522,4.5830,3.4505,2.9895,0.0000,0.0000,2.2287,48.7187
7 Sep 2004,3.8000,6.7751,4.5914,3.4629,2.9931,0.0000,0.0000,2.2311,48.7234
8 Sep 2004,3.8000,6.7476,4.5914,3.4702,2.9913,0.0000,0.0000,2.2361,48.7211
9 Sep 2004,3.8000,6.7889,4.6318,3.4675,3.0120,0.0000,0.0000,2.2341,48.7258
10 Sep 2004,3.8000,6.7981,4.6468,3.4511,3.0120,0.0000,0.0000,2.2341,48.7211
13 Sep 2004,3.8000,6.8213,4.6577,3.4678,3.0202,0.0000,0.0000,2.2376,48.7211
14 Sep 2004,3.8000,6.8399,4.6664,3.4623,3.0230,0.0000,0.0000,2.2457,48.7211
15 Sep 2004,3.8000,6.8120,4.6512,3.4725,3.0184,0.0000,0.0000,2.2512,48.7234
16 Sep 2004,3.8000,6.7613,4.6211,3.4635,2.9949,0.0000,0.0000,2.2487,48.7211
17 Sep 2004,3.8000,6.8213,4.6382,3.4623,2.9994,0.0000,0.0000,2.2452,48.7187
20 Sep 2004,3.8000,6.7981,4.6211,3.4632,2.9878,0.0000,0.0000,2.2492,48.7187
21 Sep 2004,3.8000,6.7843,4.6339,3.4553,2.9931,0.0000,0.0000,2.2447,48.7187
22 Sep 2004,3.8000,6.8306,4.6729,3.4522,3.0193,0.0000,0.0000,2.2502,48.7211
23 Sep 2004,3.8000,6.8306,4.6685,3.4353,3.0193,0.0000,0.0000,2.2401,48.7282
24 Sep 2004,3.8000,6.8306,4.6642,3.4335,3.0157,0.0000,0.0000,2.2462,48.7258
27 Sep 2004,3.8000,6.8587,4.6577,3.4281,3.0075,0.0000,0.0000,2.2462,48.7234
28 Sep 2004,3.8000,6.8823,4.6751,3.4029,3.0111,0.0000,0.0000,2.2386,48.7211
29 Sep 2004,3.8000,6.8776,4.6795,3.4190,3.0120,0.0000,0.0000,2.2427,48.7234
30 Sep 2004,3.8000,6.8259,4.6816,3.4247,3.0139,0.0000,0.0000,2.2482,48.7306
1 Oct 2004,3.8000,6.8729,4.7148,3.4425,3.0432,0.0000,0.0000,2.2538,48.7329
4 Oct 2004,3.8000,6.8213,4.7015,3.4355,3.0321,0.0000,0.0000,2.2563,48.7258
5 Oct 2004,3.8000,6.7889,4.6642,3.4274,3.0039,0.0000,0.0000,2.2533,48.7282
6 Oct 2004,3.8000,6.7797,4.6664,3.4150,3.0039,0.0000,0.0000,2.2477,48.7258
7 Oct 2004,3.8000,6.7659,4.6707,3.4168,3.0075,0.0000,0.0000,2.2492,48.7306
8 Oct 2004,3.8000,6.7889,4.6882,3.4426,3.0230,0.0000,0.0000,2.2563,48.7710
11 Oct 2004,3.8000,6.8213,4.7148,3.4775,3.0395,0.0000,0.0000,2.2609,48.7734
12 Oct 2004,3.8000,6.7981,4.6838,3.4585,3.0239,0.0000,0.0000,2.2543,48.7757
13 Oct 2004,3.8000,6.8120,4.6882,3.4580,3.0312,0.0000,0.0000,2.2543,48.7591
14 Oct 2004,3.8000,6.8399,4.6948,3.4676,3.0386,0.0000,0.0000,2.2573,48.7638
15 Oct 2004,3.8000,6.8306,4.7081,3.4667,3.0544,0.0000,0.0000,2.2619,48.7972
18 Oct 2004,3.8000,6.8540,4.7393,3.4756,3.0779,0.0000,0.0000,2.2640,48.7852
19 Oct 2004,3.8000,6.8120,4.7371,3.4756,3.0760,0.0000,0.0000,2.2645,48.7710
20 Oct 2004,3.8000,6.8681,4.7733,3.5076,3.1046,0.0000,0.0000,2.2722,48.8067
21 Oct 2004,3.8000,6.9252,4.7962,3.5285,3.1182,0.0000,0.0000,2.2717,48.8043
22 Oct 2004,3.8000,6.9541,4.7985,3.5321,3.1201,0.0000,0.0000,2.2779,48.7995
25 Oct 2004,3.8000,6.9930,4.8591,3.5632,3.1696,0.0000,0.0000,2.2857,48.8329
26 Oct 2004,3.8000,6.9930,4.8638,3.5559,3.1726,0.0000,0.0000,2.2831,48.8448
27 Oct 2004,3.8000,6.9832,4.8497,3.5566,3.1646,0.0000,0.0000,2.2836,48.8496
28 Oct 2004,3.8000,6.9589,4.8309,3.5815,3.1526,0.0000,0.0000,2.2852,48.8806
29 Oct 2004,3.8000,6.9638,4.8497,3.5895,3.1736,0.0000,0.0000,2.2852,48.8496
1 Nov 2004,3.8000,6.9735,4.8544,3.5718,3.1756,0.0000,0.0000,2.2826,48.8448
2 Nov 2004,3.8000,6.9589,4.8263,3.5617,3.1496,0.0000,0.0000,2.2784,48.8377
3 Nov 2004,3.8000,6.9832,4.8286,3.5718,3.1496,0.0000,0.0000,2.2784,48.8305
4 Nov 2004,3.8000,7.0175,4.8733,3.5729,3.1837,0.0000,0.0000,2.2857,48.8424
5 Nov 2004,3.8000,6.9930,4.8876,3.5809,3.1969,0.0000,0.0000,2.2946,48.8878
8 Nov 2004,3.8000,7.0522,4.9261,3.6041,3.2258,0.0000,0.0000,2.2983,48.8878
9 Nov 2004,3.8000,7.0472,4.9116,3.5946,3.2144,0.0000,0.0000,2.2994,48.8615
10 Nov 2004,3.8000,7.0472,4.8948,3.5852,3.2072,0.0000,0.0000,2.2952,48.8424
12 Nov 2004,3.8000,7.0225,4.9140,3.5810,3.2321,0.0000,0.0000,2.2973,48.8400
17 Nov 2004,3.8000,7.0522,4.9334,3.6158,3.2404,0.0000,0.0000,2.3031,48.8711
18 Nov 2004,3.8000,7.0721,4.9628,3.6630,3.2712,0.0000,0.0000,2.3100,48.8878
19 Nov 2004,3.8000,7.0274,4.9237,3.6481,3.2457,0.0000,0.0000,2.3004,48.8544
22 Nov 2004,3.8000,7.0572,4.9554,3.6840,3.2733,0.0000,0.0000,2.3105,48.8854
23 Nov 2004,3.8000,7.0472,4.9383,3.6751,3.2552,0.0000,0.0000,2.3068,48.8663
24 Nov 2004,3.8000,7.1073,4.9801,3.6795,3.2852,0.0000,0.0000,2.3137,48.8735
25 Nov 2004,3.8000,7.1582,5.0100,3.7064,3.3178,0.0000,0.0000,2.3180,48.8926
26 Nov 2004,3.8000,7.2098,5.0505,3.7079,3.3411,0.0000,0.0000,2.3196,48.8878
29 Nov 2004,3.8000,7.1839,5.0327,3.6886,3.3178,0.0000,0.0000,2.3148,48.8687
30 Nov 2004,3.8000,7.1788,5.0327,3.6813,3.3178,0.0000,0.0000,2.3154,48.8663
1 Dec 2004,3.8000,7.2833,5.0633,3.6978,3.3434,0.0000,0.0000,2.3245,48.8735
2 Dec 2004,3.8000,7.3801,5.0813,3.7244,3.3400,0.0000,0.0000,2.3283,48.8926
3 Dec 2004,3.8000,7.2993,5.0403,3.6695,3.2992,0.0000,0.0000,2.3105,48.8759
6 Dec 2004,3.8000,7.3801,5.1020,3.7120,3.3490,0.0000,0.0000,2.3229,48.8950
7 Dec 2004,3.8000,7.3964,5.1046,3.6988,3.3378,0.0000,0.0000,2.3240,48.8974
8 Dec 2004,3.8000,7.3529,5.0684,3.6630,3.3036,0.0000,0.0000,2.3084,48.9045
9 Dec 2004,3.8000,7.3206,5.0659,3.6528,3.3047,0.0000,0.0000,2.3084,48.8759
10 Dec 2004,3.8000,7.2833,5.0352,3.6116,3.2841,0.0000,0.0000,2.2925,48.8591
13 Dec 2004,3.8000,7.2939,5.0454,3.6247,3.2862,0.0000,0.0000,2.3004,48.8615
14 Dec 2004,3.8000,7.3099,5.0582,3.6249,3.2927,0.0000,0.0000,2.3100,48.8687
15 Dec 2004,3.8000,7.3260,5.0607,3.6154,3.2992,0.0000,0.0000,2.3068,48.8687
16 Dec 2004,3.8000,7.3855,5.0994,3.6444,3.3344,0.0000,0.0000,2.3127,48.8711
17 Dec 2004,3.8000,7.3421,5.0403,3.6364,3.2830,0.0000,0.0000,2.3047,48.8448
20 Dec 2004,3.8000,7.3855,5.0684,3.6379,3.2906,0.0000,0.0000,2.3073,48.8448
21 Dec 2004,3.8000,7.3801,5.0839,3.6519,3.3025,0.0000,0.0000,2.3143,48.8424
22 Dec 2004,3.8000,7.3260,5.0813,3.6451,3.2960,0.0000,0.0000,2.3164,48.8353
23 Dec 2004,3.8000,7.2993,5.1099,3.6545,3.3102,0.0000,0.0000,2.3148,48.8329
24 Dec 2004,3.8000,7.3046,5.1335,3.6632,3.3223,0.0000,0.0000,2.3175,48.8234
27 Dec 2004,3.8000,7.3099,5.1440,3.6627,3.3289,0.0000,0.0000,2.3170,48.8138
28 Dec 2004,3.8000,7.3584,5.1760,3.6870,3.3456,0.0000,0.0000,2.3261,48.8448
29 Dec 2004,3.8000,7.3421,5.1813,3.6811,3.3568,0.0000,0.0000,2.3256,48.8520
30 Dec 2004,3.8000,7.2939,5.1760,3.6611,3.3523,0.0000,0.0000,2.3223,48.8615
31 Dec 2004,3.8000,7.3153,5.1787,3.7008,3.3557,0.0000,0.0000,2.3272,48.8711
3 Jan 2005,3.8000,7.2622,5.1414,3.6981,3.3322,0.0000,0.0000,2.3202,48.8544
4 Jan 2005,3.8000,7.2359,5.1177,3.7048,3.3146,0.0000,0.0000,2.3202,48.8257
5 Jan 2005,3.8000,7.1429,5.0378,3.6299,3.2468,0.0000,0.0000,2.3052,48.7852
6 Jan 2005,3.8000,7.1429,5.0226,3.6317,3.2394,0.0000,0.0000,2.2999,48.7805
7 Jan 2005,3.8000,7.1429,5.0176,3.6344,3.2415,0.0000,0.0000,2.3084,48.7662
10 Jan 2005,3.8000,7.1225,4.9677,3.6348,3.2082,0.0000,0.0000,2.3057,48.7496
11 Jan 2005,3.8000,7.1378,4.9900,3.6533,3.2258,0.0000,0.0000,2.3148,48.7472
12 Jan 2005,3.8000,7.1327,4.9850,3.6809,3.2185,0.0000,0.0000,2.3175,48.7448
13 Jan 2005,3.8000,7.1839,5.0378,3.7133,3.2552,0.0000,0.0000,2.3348,48.7734
14 Jan 2005,3.8000,7.1174,4.9875,3.6897,3.2185,0.0000,0.0000,2.3143,48.7377
17 Jan 2005,3.8000,7.1124,4.9850,3.7242,3.2206,0.0000,0.0000,2.3267,48.7377
18 Jan 2005,3.8000,7.0522,4.9456,3.7042,3.1969,0.0000,0.0000,2.3218,48.7282
19 Jan 2005,3.8000,7.1073,4.9579,3.7118,3.2144,0.0000,0.0000,2.3256,48.7282
20 Jan 2005,3.8000,7.1023,4.9383,3.6988,3.2031,0.0000,0.0000,2.3186,48.7329
24 Jan 2005,3.8000,7.1480,4.9677,3.6947,3.2144,0.0000,0.0000,2.3267,48.7282
25 Jan 2005,3.8000,7.1378,4.9579,3.6834,3.2092,0.0000,0.0000,2.3245,48.7234
26 Jan 2005,3.8000,7.0972,4.9310,3.6671,3.1847,0.0000,0.0000,2.3213,48.7258
27 Jan 2005,3.8000,7.1685,4.9850,3.6811,3.2248,0.0000,0.0000,2.3267,48.7258
28 Jan 2005,3.8000,7.1736,4.9529,3.6820,3.2031,0.0000,0.0000,2.3218,48.7258
31 Jan 2005,3.8000,7.1633,4.9456,3.6678,3.1928,0.0000,0.0000,2.3218,48.7211
2 Feb 2005,3.8000,7.1633,4.9677,3.6637,3.1990,0.0000,0.0000,2.3207,48.7211
3 Feb 2005,3.8000,7.1582,4.9480,3.6479,3.1786,0.0000,0.0000,2.3213,48.7187
4 Feb 2005,3.8000,7.1480,4.9261,3.6365,3.1606,0.0000,0.0000,2.3223,48.7234
7 Feb 2005,3.8000,7.1174,4.8828,3.6435,3.1348,0.0000,0.0000,2.3196,48.7211
8 Feb 2005,3.8000,7.0522,4.8497,3.6089,3.1037,0.0000,0.0000,2.3073,48.7187
14 Feb 2005,3.8000,7.1327,4.9164,3.6211,3.1636,0.0000,0.0000,2.3111,48.7234
15 Feb 2005,3.8000,7.1685,4.9261,3.6173,3.1726,0.0000,0.0000,2.3170,48.7187
16 Feb 2005,3.8000,7.1994,4.9505,3.6189,3.1980,0.0000,0.0000,2.3159,48.7187
17 Feb 2005,3.8000,7.1685,4.9603,3.6106,3.2072,0.0000,0.0000,2.3132,48.7187
18 Feb 2005,3.8000,7.2046,4.9677,3.6106,3.2113,0.0000,0.0000,2.3175,48.7187
21 Feb 2005,3.8000,7.1994,4.9628,3.5952,3.2144,0.0000,0.0000,2.3191,48.7187
22 Feb 2005,3.8000,7.2516,5.0100,3.6346,3.2531,0.0000,0.0000,2.3305,48.7211
23 Feb 2005,3.8000,7.2411,5.0226,3.6279,3.2669,0.0000,0.0000,2.3310,48.7187
24 Feb 2005,3.8000,7.2569,5.0277,3.6296,3.2690,0.0000,0.0000,2.3343,48.7187
25 Feb 2005,3.8000,7.2569,5.0150,3.6103,3.2510,0.0000,0.0000,2.3294,48.7211
28 Feb 2005,3.8000,7.2993,5.0378,3.6334,3.2733,0.0000,0.0000,2.3370,48.7211
1 Mar 2005,3.8000,7.2939,5.0125,3.6317,3.2605,0.0000,0.0000,2.3392,48.7211
2 Mar 2005,3.8000,7.2886,5.0025,3.6324,3.2563,0.0000,0.0000,2.3370,48.7187
3 Mar 2005,3.8000,7.2569,4.9875,3.6153,3.2279,0.0000,0.0000,2.3337,48.7187
4 Mar 2005,3.8000,7.2464,4.9826,3.6041,3.2185,0.0000,0.0000,2.3288,48.7187
7 Mar 2005,3.8000,7.2993,5.0277,3.6230,3.2489,0.0000,0.0000,2.3359,48.7211
8 Mar 2005,3.8000,7.2833,5.0302,3.6189,3.2383,0.0000,0.0000,2.3397,48.7187
9 Mar 2005,3.8000,7.3314,5.0736,3.6310,3.2712,0.0000,0.0000,2.3452,48.7187
10 Mar 2005,3.8000,7.3260,5.1073,3.6581,3.2938,0.0000,0.0000,2.3469,48.7234
11 Mar 2005,3.8000,7.3046,5.1020,3.6489,3.2938,0.0000,0.0000,2.3425,48.7187
14 Mar 2005,3.8000,7.2993,5.0994,3.6325,3.2906,0.0000,0.0000,2.3452,48.7211
15 Mar 2005,3.8000,7.2674,5.0710,3.6197,3.2701,0.0000,0.0000,2.3375,48.7187
16 Mar 2005,3.8000,7.2993,5.0736,3.6440,3.2723,0.0000,0.0000,2.3436,48.7187
17 Mar 2005,3.8000,7.3099,5.0916,3.6470,3.2927,0.0000,0.0000,2.3419,48.7187
18 Mar 2005,3.8000,7.2939,5.0736,3.6239,3.2776,0.0000,0.0000,2.3370,48.7211
21 Mar 2005,3.8000,7.2569,5.0226,3.6165,3.2415,0.0000,0.0000,2.3326,48.7234
22 Mar 2005,3.8000,7.2098,5.0050,3.6213,3.2248,0.0000,0.0000,2.3240,48.7211
23 Mar 2005,3.8000,7.1685,4.9702,3.6043,3.1969,0.0000,0.0000,2.3191,48.7211
24 Mar 2005,3.8000,7.1124,4.9432,3.5721,3.1827,0.0000,0.0000,2.3073,48.7187
25 Mar 2005,3.8000,7.1073,4.9237,3.5724,3.1686,0.0000,0.0000,2.3121,48.7187
28 Mar 2005,3.8000,7.0771,4.9044,3.5534,3.1556,0.0000,0.0000,2.3026,48.7187
29 Mar 2005,3.8000,7.1124,4.9116,3.5461,3.1646,0.0000,0.0000,2.3026,48.7187
30 Mar 2005,3.8000,7.1429,4.9285,3.5433,3.1736,0.0000,0.0000,2.3036,48.7234
31 Mar 2005,3.8000,7.1429,4.9237,3.5512,3.1766,0.0000,0.0000,2.3026,48.7234
1 Apr 2005,3.8000,7.1736,4.9285,3.5416,3.1756,0.0000,0.0000,2.2957,48.7258
4 Apr 2005,3.8000,7.1276,4.8948,3.5206,3.1536,0.0000,0.0000,2.2841,48.7211
5 Apr 2005,3.8000,7.1174,4.8685,3.4896,3.1309,0.0000,0.0000,2.2784,48.7211
6 Apr 2005,3.8000,7.1531,4.8972,3.5161,3.1586,0.0000,0.0000,2.2883,48.7234
7 Apr 2005,3.8000,7.1633,4.9140,3.5106,3.1706,0.0000,0.0000,2.2946,48.7234
8 Apr 2005,3.8000,7.1023,4.8709,3.4973,3.1417,0.0000,0.0000,2.2925,48.7234
11 Apr 2005,3.8000,7.1736,4.9164,3.5146,3.1746,0.0000,0.0000,2.2978,48.7234
12 Apr 2005,3.8000,7.1891,4.9334,3.5260,3.1867,0.0000,0.0000,2.3073,48.7234
13 Apr 2005,3.8000,7.1942,4.9188,3.5420,3.1786,0.0000,0.0000,2.3121,48.7234
14 Apr 2005,3.8000,7.1736,4.8924,3.5278,3.1516,0.0000,0.0000,2.3020,48.7258
15 Apr 2005,3.8000,7.1685,4.8876,3.5210,3.1476,0.0000,0.0000,2.2978,48.7258
18 Apr 2005,3.8000,7.2046,4.9285,3.5293,3.1867,0.0000,0.0000,2.2946,48.7234
19 Apr 2005,3.8000,7.2516,4.9529,3.5492,3.2041,0.0000,0.0000,2.3004,48.7258
20 Apr 2005,3.8000,7.2833,4.9554,3.5541,3.2103,0.0000,0.0000,2.3041,48.7234
22 Apr 2005,3.8000,7.2674,4.9628,3.5679,3.2134,0.0000,0.0000,2.3026,48.7282
25 Apr 2005,3.8000,7.2780,4.9505,3.5961,3.2062,0.0000,0.0000,2.3116,48.7377
26 Apr 2005,3.8000,7.2411,4.9334,3.5876,3.1959,0.0000,0.0000,2.3068,48.7282
27 Apr 2005,3.8000,7.2254,4.9116,3.5787,3.1827,0.0000,0.0000,2.3052,48.7258
28 Apr 2005,3.8000,7.2307,4.9140,3.5898,3.1878,0.0000,0.0000,2.3073,48.7258
29 Apr 2005,3.8000,7.2727,4.9261,3.6156,3.2041,0.0000,0.0000,2.3154,48.7496
3 May 2005,3.8000,7.1994,4.8852,3.6165,3.1666,0.0000,0.0000,2.3186,48.7377
4 May 2005,3.8000,7.2150,4.9140,3.6284,3.1857,0.0000,0.0000,2.3207,48.7638
5 May 2005,3.8000,7.2411,4.9310,3.6414,3.1898,0.0000,0.0000,2.3229,48.7686
6 May 2005,3.8000,7.2046,4.9213,3.6282,3.1797,0.0000,0.0000,2.3180,48.7686
9 May 2005,3.8000,7.1633,4.8685,3.6084,3.1447,0.0000,0.0000,2.3132,48.7401
10 May 2005,3.8000,7.1378,4.8733,3.5913,3.1516,0.0000,0.0000,2.3068,48.7258
11 May 2005,3.8000,7.1685,4.8996,3.5970,3.1716,0.0000,0.0000,2.3116,48.7258
12 May 2005,3.8000,7.0872,4.8497,3.5768,3.1387,0.0000,0.0000,2.3031,48.7353
13 May 2005,3.8000,7.0721,4.8146,3.5541,3.1182,0.0000,0.0000,2.2967,48.7282
16 May 2005,3.8000,6.9930,4.7847,3.5293,3.0950,0.0000,0.0000,2.2862,48.7234
17 May 2005,3.8000,6.9832,4.7962,3.5449,3.1056,0.0000,0.0000,2.2925,48.7211
18 May 2005,3.8000,6.9541,4.7893,3.5265,3.1095,0.0000,0.0000,2.2925,48.7211
19 May 2005,3.8000,6.9930,4.8123,3.5469,3.1172,0.0000,0.0000,2.2973,48.7781
20 May 2005,3.8000,6.9832,4.8008,3.5347,3.1066,0.0000,0.0000,2.2946,48.7686
24 May 2005,3.8000,6.9589,4.7870,3.5364,3.0941,0.0000,0.0000,2.2967,48.8257
25 May 2005,3.8000,6.9444,4.7801,3.5355,3.0921,0.0000,0.0000,2.2967,48.8424
26 May 2005,3.8000,6.9348,4.7710,3.5156,3.0874,0.0000,0.0000,2.2899,48.8424
27 May 2005,3.8000,6.9348,4.7642,3.5232,3.0779,0.0000,0.0000,2.2915,48.8520
30 May 2005,3.8000,6.9348,4.7596,3.5208,3.0807,0.0000,0.0000,2.2899,48.8472
31 May 2005,3.8000,6.9108,4.7037,3.5140,3.0479,0.0000,0.0000,2.2841,48.8520
1 Jun 2005,3.8000,6.9108,4.6795,3.5093,3.0460,0.0000,0.0000,2.2800,48.8257
2 Jun 2005,3.8000,6.9108,4.6620,3.5093,3.0404,0.0000,0.0000,2.2707,48.8210
3 Jun 2005,3.8000,6.9061,4.6642,3.5213,3.0386,0.0000,0.0000,2.2763,48.8281
6 Jun 2005,3.8000,6.9108,4.6598,3.5421,3.0432,0.0000,0.0000,2.2810,48.8305
7 Jun 2005,3.8000,6.9493,4.6664,3.5589,3.0488,0.0000,0.0000,2.2873,48.8329
8 Jun 2005,3.8000,6.9784,4.6795,3.5596,3.0534,0.0000,0.0000,2.2899,48.8329
